PaymentID,VendorID,VendorName,InvoiceNumber,InvoiceDate,DueDate,PaymentDate,PaymentAmount,PaymentMethod,Currency,InvoiceCategory,Comments,DiscountPercentage,CommentSentiment,Industry
164,27,Jimenez-Reed,INV2768,2023-12-05,2024-02-03,2024-02-03,16922.8,ACH,USD,Goods,Difficult everybody off attorney interesting success.,2.11,0.45,Manufacturing
165,32,West Inc,INV7987,2023-03-10,2023-04-04,2023-04-04,8722.33,Check,EUR,Consulting,Success suffer because body interest could.,0.0,-0.33,IT Services
166,62,Campbell-Stewart,INV6440,2023-11-02,2023-12-07,2023-12-07,10045.57,Check,USD,Goods,Run determine visit become.,4.24,0.17,Healthcare
167,89,Beasley-Sanchez,INV5161,2024-01-09,2024-03-14,2024-03-14,12529.72,ACH,GBP,Consulting,Brother same movement issue.,0.0,0.03,Manufacturing
168,96,Bishop and Sons,INV6152,2023-09-01,2023-10-06,2023-10-06,12436.62,Credit Card,USD,Goods,Provide imagine president they.,0.0,-0.92,Manufacturing
169,43,Johnson-Roberts,INV3093,2023-08-27,2023-10-16,2023-10-16,6090.07,Wire Transfer,GBP,Consulting,For will peace image.,4.7,0.03,Retail
170,59,Barnes-Hall,INV2746,2023-05-06,2023-06-20,2023-06-21,4624.24,ACH,EUR,Services,Executive forward treat future woman once.,0.0,-0.35,Consulting
171,52,Palmer Group,INV8529,2023-04-14,2023-05-09,2023-05-09,13866.52,Check,USD,Goods,Describe general gas bed.,0.0,0.48,Manufacturing
172,70,"Knight, Wilson and Pennington",INV2509,2023-09-22,2023-11-11,2023-11-11,16193.63,Wire Transfer,EUR,Consulting,Only weight suddenly product arrive.,4.52,-0.43,Healthcare
173,28,Huynh Inc,INV7409,2023-07-25,2023-09-13,2023-09-13,13805.8,Wire Transfer,EUR,Goods,Stay rest respond.,1.72,0.54,Manufacturing
174,46,Mccarthy-Moreno,INV9190,2024-02-07,2024-04-02,2024-04-06,16047.43,Credit Card,GBP,Goods,Go too project woman.,0.0,-0.51,Manufacturing
175,64,Smith PLC,INV3486,2023-08-22,2023-10-21,2023-10-21,2565.4,Wire Transfer,GBP,Services,Party attorney ask positive.,2.24,0.75,Consulting
176,97,Rasmussen-Pruitt,INV9671,2023-09-25,2023-10-25,2023-10-25,11559.32,Check,GBP,Goods,Everybody evening score day degree cover.,2.95,0.23,Consulting
177,13,"Faulkner, Mccormick and English",INV9878,2023-12-04,2023-12-29,2023-12-29,5423.42,Check,EUR,Goods,Degree reach can scene building.,2.6,-0.21,Manufacturing
178,38,Kelly-Coleman,INV2078,2023-03-26,2023-05-30,2023-05-30,17243.02,Wire Transfer,USD,Services,Firm run light control management provide capital.,2.31,0.2,Manufacturing
179,55,"Stevens, Cunningham and Green",INV6238,2023-03-18,2023-04-12,2023-04-12,2367.15,Wire Transfer,GBP,Services,Soon see agree daughter between hot son.,0.0,-0.87,Retail
180,99,Harris and Sons,INV6159,2023-07-19,2023-08-13,2023-08-13,5705.97,Wire Transfer,USD,Goods,Involve special it project field race seat occur.,4.04,-0.58,Retail
181,6,"Suarez, Cherry and Ramirez",INV6499,2023-11-25,2023-12-25,2023-12-25,4574.38,Credit Card,EUR,Services,Together usually alone wide his our.,0.0,-0.78,Retail
182,83,Vasquez Inc,INV5173,2023-12-03,2023-12-28,2024-01-01,9391.11,Credit Card,USD,Goods,Candidate Mr message beat southern.,2.61,0.48,Healthcare
183,84,"Gibbs, Calderon and Larson",INV2482,2023-05-05,2023-05-30,2023-05-30,3734.45,Wire Transfer,USD,Services,Performance need side different.,1.34,0.68,Healthcare
184,2,Lopez LLC,INV5492,2023-04-07,2023-05-17,2023-05-17,3535.37,Wire Transfer,EUR,Consulting,Individual agency success appear.,0.0,-0.08,Consulting
185,10,"Tucker, Morales and Smith",INV9638,2024-02-28,2024-04-23,2024-04-23,2085.93,ACH,USD,Consulting,Likely put event citizen size federal everyone.,1.56,-0.87,Consulting
186,78,"Hensley, Schmidt and Mcdonald",INV0461,2023-07-14,2023-09-07,2023-09-16,4922.34,Check,GBP,Services,Bad development learn fire become people.,0.0,-1.0,Retail
187,58,"Robertson, Mcpherson and Carlson",INV6899,2024-02-21,2024-04-26,2024-05-07,5397.68,Credit Card,USD,Consulting,Capital crime example feeling rock prove enter condition.,4.86,-0.53,Healthcare
188,77,Montgomery-Smith,INV5875,2023-03-09,2023-04-18,2023-04-18,5419.21,Wire Transfer,EUR,Services,Same occur today ability.,2.1,0.6,Consulting
189,33,"Scott, Sanchez and James",INV5925,2023-11-23,2023-12-28,2023-12-28,17949.61,ACH,GBP,Consulting,Pm guess difficult suddenly agent identify front.,3.9,-0.37,Healthcare
190,59,Barnes-Hall,INV8745,2024-01-02,2024-02-16,2024-02-16,6917.05,ACH,EUR,Services,Left beyond science their reality west.,0.0,-0.05,Consulting
191,29,Moore Inc,INV5180,2023-10-05,2023-11-24,2023-11-27,19057.31,Wire Transfer,GBP,Services,Behavior build forward trade tonight own information.,0.0,0.78,Manufacturing
192,68,Watson Inc,INV4367,2023-12-10,2024-01-09,2024-01-09,5730.59,Wire Transfer,GBP,Consulting,Well individual realize.,0.0,0.29,Healthcare
193,26,Martin PLC,INV4602,2023-12-10,2024-01-19,2024-01-19,11637.0,Check,EUR,Services,Line consumer sea always.,1.22,0.9,Consulting
194,96,Bishop and Sons,INV0903,2024-02-06,2024-03-02,2024-03-02,19117.49,Check,USD,Consulting,Her be clearly subject already.,2.33,-0.81,Manufacturing
195,80,"Campbell, Ryan and Ramirez",INV6299,2023-06-27,2023-08-11,2023-08-11,16865.73,Wire Transfer,EUR,Goods,Manager mean my money will.,2.1,-0.36,Healthcare
196,96,Bishop and Sons,INV6214,2023-02-23,2023-03-25,2023-03-25,14158.55,Credit Card,USD,Consulting,Religious throughout rest rest job expert.,0.0,0.35,Manufacturing
197,44,Rose Inc,INV2076,2024-03-05,2024-04-04,2024-04-04,7970.78,Check,USD,Consulting,While fast of also investment.,1.74,0.28,Consulting
198,14,"Parker, Larson and Conway",INV3816,2023-04-29,2023-07-03,2023-07-03,14888.87,ACH,USD,Goods,Factor skin country north challenge trial understand.,3.46,-0.58,IT Services
199,56,"Bishop, Turner and Baker",INV5565,2024-02-04,2024-03-30,2024-03-30,4804.79,ACH,EUR,Goods,Officer energy point news always.,0.0,0.64,Retail
200,54,Hawkins PLC,INV7997,2024-02-01,2024-03-02,2024-03-02,11726.82,Wire Transfer,EUR,Services,Knowledge administration read ask production investment son.,0.0,-0.41,Consulting
201,100,"Walsh, Gomez and Meza",INV8090,2023-04-12,2023-06-11,2023-06-19,6327.17,Check,EUR,Consulting,Idea will director there.,4.83,0.86,IT Services
202,47,Roach Ltd,INV3774,2023-07-13,2023-09-06,2023-09-10,2570.7,Wire Transfer,EUR,Goods,Method technology door money.,4.05,-0.73,Consulting
203,52,Palmer Group,INV2989,2023-07-03,2023-08-07,2023-08-07,18123.06,Check,GBP,Consulting,Heart option whose speak raise reduce.,3.76,-0.22,Manufacturing
204,44,Rose Inc,INV2983,2023-09-23,2023-10-28,2023-10-28,9314.76,ACH,USD,Goods,If teacher week report per important.,0.0,0.18,Consulting
205,35,"Smith, Fritz and Garcia",INV7997,2023-10-22,2023-12-01,2023-12-06,6043.0,Wire Transfer,EUR,Goods,Loss as window event assume computer view.,3.44,-0.3,Retail
206,89,Beasley-Sanchez,INV7095,2023-07-19,2023-09-22,2023-09-22,16278.15,ACH,USD,Goods,However visit white control.,1.27,-0.55,Manufacturing
207,34,Scott-Butler,INV3870,2023-08-03,2023-09-07,2023-09-16,5717.96,Check,USD,Consulting,Follow a firm guy finally reason medical study.,1.22,-0.78,Retail
208,56,"Bishop, Turner and Baker",INV7117,2023-07-26,2023-09-19,2023-09-30,7010.66,Credit Card,USD,Consulting,White media song next.,4.57,0.84,Retail
209,89,Beasley-Sanchez,INV5950,2023-12-08,2024-02-11,2024-02-19,9345.07,ACH,USD,Services,Mean consider forward beautiful act shoulder church.,0.0,0.36,Manufacturing
210,69,Mann-Fischer,INV8453,2023-07-08,2023-09-11,2023-09-11,8343.57,ACH,EUR,Goods,Conference question our.,4.61,0.04,IT Services
211,99,Harris and Sons,INV1329,2023-07-28,2023-08-22,2023-08-25,7539.66,ACH,GBP,Services,Result energy white name.,4.73,0.45,Retail
212,27,Jimenez-Reed,INV3452,2023-05-16,2023-07-15,2023-07-15,8227.65,ACH,USD,Goods,His high I fund win.,0.0,0.12,Manufacturing
213,84,"Gibbs, Calderon and Larson",INV1549,2024-01-09,2024-02-03,2024-02-03,7357.62,Credit Card,EUR,Services,Trip form lot spring score might open.,2.96,-0.72,Healthcare
214,70,"Knight, Wilson and Pennington",INV9371,2024-01-25,2024-03-05,2024-03-05,12627.71,Check,USD,Goods,According prove image.,4.64,-0.12,Healthcare
215,39,"Carpenter, Hamilton and Wood",INV8302,2024-02-13,2024-03-19,2024-03-19,6000.26,Check,GBP,Consulting,Alone century itself a.,0.0,-0.99,Consulting
216,50,Ford Inc,INV7574,2023-04-01,2023-05-01,2023-05-01,13792.26,Wire Transfer,USD,Consulting,Stock newspaper eight maintain church lay quickly.,3.47,0.29,Healthcare
217,85,"Murphy, Golden and Tran",INV5183,2023-11-29,2024-01-23,2024-01-23,13871.42,Credit Card,GBP,Consulting,Step significant choose experience order decision between.,4.23,-0.08,IT Services
218,33,"Scott, Sanchez and James",INV5344,2024-02-22,2024-03-28,2024-04-09,9435.62,Wire Transfer,EUR,Services,Resource life individual ground.,3.81,-0.21,Healthcare
219,97,Rasmussen-Pruitt,INV0686,2024-02-11,2024-03-12,2024-03-12,11448.98,Check,USD,Services,Imagine no ever actually bit.,0.0,-0.42,Consulting
220,32,West Inc,INV2678,2023-08-01,2023-08-31,2023-09-03,13684.56,Check,EUR,Consulting,Plant baby forget business left young.,2.39,0.1,IT Services
221,23,Thompson LLC,INV1679,2023-07-09,2023-08-28,2023-08-28,3762.98,ACH,USD,Services,Design war training floor.,0.0,0.31,Consulting
222,70,"Knight, Wilson and Pennington",INV3611,2023-03-31,2023-05-10,2023-05-11,4688.03,Wire Transfer,GBP,Consulting,Under bill should also believe main.,0.0,-0.48,Healthcare
223,68,Watson Inc,INV4637,2023-05-24,2023-06-23,2023-06-24,5946.09,Wire Transfer,GBP,Goods,Leader say control summer two main.,4.64,-0.09,Healthcare
224,65,Mendoza-Burke,INV0688,2023-06-12,2023-08-01,2023-08-01,11562.47,Credit Card,GBP,Consulting,Want with woman system movie.,4.07,0.52,Manufacturing
225,81,"Sanchez, Cantu and Collins",INV1500,2024-03-05,2024-04-19,2024-04-24,5760.79,ACH,USD,Goods,State three over song list want stuff.,2.54,-0.24,Healthcare
226,22,Avery-Smith,INV9954,2023-11-27,2023-12-22,2023-12-22,3196.85,Wire Transfer,EUR,Services,Issue little ahead nearly number maintain.,0.0,-0.97,Consulting
227,68,Watson Inc,INV2990,2023-06-07,2023-07-02,2023-07-02,9449.26,Wire Transfer,EUR,Consulting,Every other arm business large.,4.33,0.01,Healthcare
228,75,White-Thomas,INV1313,2023-11-13,2024-01-07,2024-01-07,17353.51,Check,USD,Goods,Fast Mr out.,0.0,-0.48,Healthcare
229,83,Vasquez Inc,INV9486,2023-07-03,2023-08-02,2023-08-02,9743.9,Credit Card,USD,Consulting,Really environment cup after attention.,0.0,0.15,Healthcare
230,8,Campbell-Oliver,INV2497,2023-01-06,2023-02-05,2023-02-05,4627.49,ACH,EUR,Consulting,Senior local weight probably draw dinner practice.,3.91,-0.18,Retail
231,94,"Smith, Owen and Barry",INV7179,2023-10-21,2023-11-25,2023-11-25,15990.42,Check,GBP,Consulting,Way price inside behavior town test test.,3.9,-0.52,Manufacturing
232,48,"Smith, Powell and Hernandez",INV9640,2024-03-23,2024-04-22,2024-04-22,3860.95,Check,USD,Consulting,Design strong civil spring but thing call rich.,1.9,-0.64,Retail
233,26,Martin PLC,INV3807,2024-03-25,2024-05-09,2024-05-09,6683.55,Credit Card,USD,Goods,Join course maintain price.,4.9,0.29,Consulting
234,57,"Brown, Casey and Morgan",INV1634,2023-02-12,2023-04-18,2023-04-18,14395.27,Check,EUR,Services,Recently pretty space during tonight than once.,0.0,0.91,IT Services
235,73,"Mckinney, Lloyd and Davis",INV8881,2023-02-09,2023-03-21,2023-03-30,9526.48,Wire Transfer,EUR,Goods,All describe someone score tend back.,0.0,0.15,Manufacturing
236,33,"Scott, Sanchez and James",INV0248,2024-03-06,2024-03-31,2024-03-31,11180.18,Check,GBP,Services,Too player resource task dark course.,4.72,0.6,Healthcare
237,16,Miller PLC,INV8295,2023-05-12,2023-06-06,2023-06-06,16476.17,ACH,EUR,Consulting,Morning until operation group.,0.0,-0.4,Manufacturing
238,6,"Suarez, Cherry and Ramirez",INV2826,2023-07-02,2023-08-01,2023-08-06,1507.18,Credit Card,EUR,Consulting,Operation face high.,4.09,0.06,Retail
239,23,Thompson LLC,INV8623,2023-08-18,2023-10-07,2023-10-07,8356.97,ACH,EUR,Services,Under throw common sound enough data.,3.39,0.09,Consulting
240,88,Thomas-Hicks,INV0543,2024-03-18,2024-05-12,2024-05-17,9620.95,Check,USD,Goods,None now dog put me song friend.,0.0,0.44,Manufacturing
241,33,"Scott, Sanchez and James",INV1146,2023-09-03,2023-10-08,2023-10-15,16191.06,ACH,USD,Services,Project travel tend without phone challenge.,0.0,0.71,Healthcare
242,99,Harris and Sons,INV0826,2023-03-23,2023-04-22,2023-04-28,7162.46,ACH,USD,Goods,Usually require work traditional put early.,3.94,-0.5,Retail
243,98,"King, Clarke and Sanchez",INV5470,2024-03-08,2024-05-12,2024-05-12,6374.22,Check,EUR,Goods,Both ahead country energy interview second environment.,4.07,0.5,Healthcare
244,41,"Garcia, Lopez and Kaufman",INV2767,2023-02-02,2023-04-03,2023-04-03,10044.07,Wire Transfer,USD,Services,Continue show wish deal long.,0.0,0.19,IT Services
245,22,Avery-Smith,INV7942,2023-12-29,2024-01-23,2024-01-23,8736.4,Wire Transfer,GBP,Consulting,Child read design appear.,4.2,0.07,Consulting
246,62,Campbell-Stewart,INV0765,2023-08-11,2023-09-15,2023-09-15,4732.92,Wire Transfer,USD,Goods,Cover why community everything notice on appear.,0.0,-0.74,Healthcare
247,79,"Brady, Edwards and Jenkins",INV3530,2024-03-17,2024-05-21,2024-05-21,4793.05,Wire Transfer,USD,Consulting,Dog might service nation catch wide popular.,3.93,-0.0,Consulting
248,60,Stein LLC,INV4395,2024-03-16,2024-05-05,2024-05-13,6606.95,ACH,USD,Consulting,His at throw short modern.,0.0,0.84,Manufacturing
249,78,"Hensley, Schmidt and Mcdonald",INV3503,2023-12-26,2024-02-19,2024-02-28,1227.3,Check,EUR,Services,No assume building exist to decade various.,3.7,-0.07,Retail
250,60,Stein LLC,INV6003,2023-05-10,2023-06-19,2023-06-19,12189.29,Check,GBP,Consulting,Family pick step because energy staff cup.,1.83,0.7,Manufacturing
251,89,Beasley-Sanchez,INV5153,2023-12-22,2024-02-20,2024-02-25,7687.94,ACH,USD,Goods,People happy onto while.,4.18,-0.37,Manufacturing
252,52,Palmer Group,INV3653,2023-01-31,2023-03-07,2023-03-09,10577.61,Check,USD,Goods,Speech peace success.,3.03,0.16,Manufacturing
253,45,Anderson-Dawson,INV7809,2024-02-10,2024-04-10,2024-04-10,8764.11,ACH,USD,Goods,Music we gas million push let apply.,1.58,-0.42,Consulting
254,91,Hall Group,INV0497,2023-01-04,2023-02-18,2023-02-25,1691.71,Credit Card,EUR,Goods,Lay want answer rise special.,1.97,-0.79,Retail
255,21,"Stone, Weaver and May",INV0414,2023-11-27,2024-01-01,2024-01-01,8640.18,Credit Card,USD,Consulting,Serve nice hotel suggest citizen degree generation.,2.34,-0.59,Consulting
256,74,Wood Inc,INV1678,2023-10-29,2023-11-28,2023-11-28,10650.72,Wire Transfer,EUR,Consulting,Understand visit positive for surface behind media result.,4.59,-0.21,IT Services
257,46,Mccarthy-Moreno,INV1857,2023-11-13,2024-01-12,2024-01-17,19825.72,Wire Transfer,EUR,Services,Spend weight do government car industry structure.,3.65,0.42,Manufacturing
258,50,Ford Inc,INV6985,2024-03-01,2024-04-05,2024-04-05,9926.01,Credit Card,GBP,Services,Business ready kind billion both such act.,4.56,-0.67,Healthcare
259,64,Smith PLC,INV0146,2023-09-28,2023-11-27,2023-11-27,6445.42,Check,USD,Consulting,Today beyond power fine understand.,4.92,0.58,Consulting
260,36,Martin PLC,INV8838,2024-01-20,2024-03-10,2024-03-10,7061.83,Check,USD,Services,Everything rock simply enjoy.,0.0,0.26,Healthcare
261,26,Martin PLC,INV6129,2023-07-23,2023-09-06,2023-09-06,7280.86,Credit Card,USD,Goods,Pretty rich court and thank.,2.03,-0.86,Consulting
262,3,Hill Ltd,INV6435,2024-03-16,2024-05-15,2024-05-25,3731.07,Check,EUR,Consulting,Few really buy huge kitchen animal left generation.,1.03,-0.44,Retail
263,34,Scott-Butler,INV0534,2023-07-04,2023-08-03,2023-08-03,1251.76,Check,GBP,Services,Employee lead pretty general information per south.,0.0,-0.32,Retail
264,58,"Robertson, Mcpherson and Carlson",INV9866,2023-03-07,2023-05-06,2023-05-06,5579.92,Check,USD,Services,Government point Republican control.,4.39,-0.8,Healthcare
265,45,Anderson-Dawson,INV4387,2023-05-24,2023-07-18,2023-07-30,10306.24,Wire Transfer,USD,Services,Cover today PM several.,0.0,0.97,Consulting
266,10,"Tucker, Morales and Smith",INV3494,2023-12-30,2024-03-04,2024-03-04,4417.84,Credit Card,EUR,Services,Loss agreement religious wind born follow.,3.63,-0.0,Consulting
267,53,Martinez and Sons,INV8017,2023-09-19,2023-10-29,2023-10-29,10629.14,Credit Card,USD,Consulting,Just walk image cold per mean career.,1.78,0.1,Consulting
268,24,"Mason, Greene and Hubbard",INV3989,2023-12-29,2024-02-17,2024-02-18,4470.15,Wire Transfer,USD,Consulting,Ahead source apply community animal.,0.0,-0.19,Retail
269,66,Whitaker and Sons,INV5426,2023-03-31,2023-05-25,2023-05-26,11906.59,Check,EUR,Consulting,Reveal study expert idea use popular.,0.0,0.49,Manufacturing
270,77,Montgomery-Smith,INV6319,2024-02-28,2024-04-18,2024-04-21,9724.72,Wire Transfer,GBP,Goods,Up compare history work call form.,4.47,-0.66,Consulting
271,63,"Wilson, Arnold and Mcclain",INV1855,2023-07-09,2023-09-02,2023-09-02,6540.28,Check,EUR,Services,These three skill raise police read.,1.57,-0.6,Consulting
272,89,Beasley-Sanchez,INV5027,2023-08-31,2023-10-25,2023-11-02,10180.76,Check,EUR,Services,For late try set onto.,0.0,-0.57,Manufacturing
273,70,"Knight, Wilson and Pennington",INV6818,2023-03-28,2023-05-12,2023-05-12,11463.79,Credit Card,USD,Consulting,News similar health challenge field.,0.0,-0.16,Healthcare
274,26,Martin PLC,INV2982,2023-10-27,2023-12-16,2023-12-22,8834.85,Wire Transfer,GBP,Goods,Animal American worry information chair else heavy.,2.99,0.65,Consulting
275,89,Beasley-Sanchez,INV9319,2023-09-19,2023-11-18,2023-11-23,18626.71,Credit Card,GBP,Consulting,Near quite certainly deep person blood fire.,1.34,-0.79,Manufacturing
276,18,"Gutierrez, Kennedy and White",INV5299,2024-03-07,2024-04-26,2024-04-26,7830.92,Credit Card,GBP,Services,Dinner respond energy adult guess.,4.38,-0.54,IT Services
277,12,Moore-Gamble,INV3922,2024-02-26,2024-04-16,2024-04-16,18995.46,Wire Transfer,GBP,Goods,Sell moment table about air.,2.23,0.19,Manufacturing
278,54,Hawkins PLC,INV1390,2023-10-22,2023-11-16,2023-11-16,3353.28,Wire Transfer,USD,Services,Civil nearly stage sure season.,4.38,-0.12,Consulting
279,57,"Brown, Casey and Morgan",INV3783,2023-05-17,2023-07-21,2023-07-21,10972.54,Credit Card,EUR,Goods,Tax east remain result TV through view.,0.0,0.82,IT Services
280,20,Taylor-Reyes,INV1299,2023-05-20,2023-07-19,2023-07-24,8318.9,Wire Transfer,EUR,Goods,Figure against thank pass financial black body.,3.15,-0.18,IT Services
281,19,Hill Inc,INV1189,2023-08-22,2023-10-01,2023-10-12,12954.56,ACH,USD,Services,Group than final rest foot process establish.,2.45,-0.82,Healthcare
282,60,Stein LLC,INV1565,2023-02-10,2023-04-01,2023-04-01,11614.8,Credit Card,USD,Goods,Must job blood because consider computer color.,2.61,0.87,Manufacturing
283,96,Bishop and Sons,INV1614,2023-03-06,2023-04-10,2023-04-10,17286.01,Check,EUR,Services,Offer available rate shoulder end various radio.,0.0,-0.85,Manufacturing
284,35,"Smith, Fritz and Garcia",INV6035,2023-02-04,2023-03-26,2023-04-01,3713.88,Wire Transfer,EUR,Goods,School land war such eat computer perhaps.,0.0,-0.5,Retail
285,15,Gordon-Morris,INV8376,2023-07-20,2023-09-23,2023-09-26,4129.79,Credit Card,USD,Goods,The heavy area produce.,2.36,-0.63,Retail
286,56,"Bishop, Turner and Baker",INV2609,2024-03-09,2024-05-13,2024-05-22,6024.3,ACH,USD,Services,Issue water huge something movement official.,0.0,0.4,Retail
287,99,Harris and Sons,INV3023,2024-01-23,2024-02-17,2024-02-22,4177.37,Wire Transfer,GBP,Goods,Second project us provide these rule green happy.,0.0,0.22,Retail
288,98,"King, Clarke and Sanchez",INV1816,2023-06-15,2023-08-09,2023-08-17,16525.78,ACH,EUR,Consulting,Again our there everybody.,4.5,0.52,Healthcare
289,46,Mccarthy-Moreno,INV8986,2024-02-27,2024-04-22,2024-04-22,16474.19,Check,EUR,Services,Arrive seat beautiful great mean national.,4.59,0.45,Manufacturing
290,1,Gibson-Patterson,INV8538,2023-05-05,2023-06-29,2023-06-29,17372.05,ACH,GBP,Services,Difficult price wall final cup.,1.65,0.65,Manufacturing
291,10,"Tucker, Morales and Smith",INV3299,2023-01-16,2023-03-17,2023-03-24,7896.85,Credit Card,GBP,Consulting,Adult market newspaper election society ability it.,3.91,0.09,Consulting
292,38,Kelly-Coleman,INV0389,2023-10-21,2023-12-20,2023-12-20,9195.92,Wire Transfer,GBP,Goods,Position continue truth show especially consumer.,2.07,0.83,Manufacturing
